num_item_id;aoa;item_id;definition;type;category;lexical_category;lexical_class;uni_lemma;complexity_category
211;25;item_211;garbage/rubbish;word;household;nouns;nouns;trash;NA
211;25;item_211;pillow;word;household;nouns;nouns;pillow;NA
212;22;item_212;blanket;word;household;nouns;nouns;blanket;
212;22;item_212;glass;word;household;nouns;nouns;glass;NA
212;22;item_212;plant;word;household;nouns;nouns;plant;NA
213;22;item_213;bottle;word;household;nouns;nouns;bottle;
213;22;item_213;hammer;word;household;nouns;nouns;hammer;NA
213;22;item_213;plate;word;household;nouns;nouns;plate;NA
214;24;item_214;bowl;word;household;nouns;nouns;bowl;
214;24;item_214;jar;word;household;nouns;nouns;jar;NA
214;24;item_214;purse;word;household;nouns;nouns;purse;NA
215;23;item_215;box;word;household;nouns;nouns;box;
215;23;item_215;keys;word;household;nouns;nouns;keys;NA
215;23;item_215;radio;word;household;nouns;nouns;radio;NA
216;24;item_216;broom;word;household;nouns;nouns;broom;
216;24;item_216;knife;word;household;nouns;nouns;knife;NA
216;24;item_216;rubbish;word;household;nouns;nouns;trash;NA
217;24;item_217;brush;word;household;nouns;nouns;brush (object);
217;24;item_217;lamp;word;household;nouns;nouns;lamp;NA
217;24;item_217;scissors;word;household;nouns;nouns;scissors;NA
218;25;item_218;bucket;word;household;nouns;nouns;bucket;
218;25;item_218;light;word;household;nouns;nouns;light (object);NA
218;25;item_218;soap;word;household;nouns;nouns;soap;NA
219;25;item_219;camera;word;household;nouns;nouns;camera;
219;25;item_219;medicine;word;household;nouns;nouns;medicine;NA
219;25;item_219;spoon;word;household;nouns;nouns;spoon;NA
220;26;item_220;can (object);word;household;nouns;nouns;can (object);
220;26;item_220;money;word;household;nouns;nouns;money;NA
220;26;item_220;telephone;word;household;nouns;nouns;telephone;NA
221;24;item_221;clock;word;household;nouns;nouns;clock;
221;24;item_221;toothbrush;word;household;nouns;nouns;toothbrush;NA
222;25;item_222;comb;word;household;nouns;nouns;comb (object);
222;25;item_222;plate;word;household;nouns;nouns;plate;NA
222;25;item_222;towel;word;household;nouns;nouns;towel;NA
223;22;item_223;cup;word;household;nouns;nouns;cup;
223;22;item_223;purse/wallet;word;household;nouns;nouns;purse;NA
223;22;item_223;watch;word;household;nouns;nouns;watch (object);NA
224;27;item_224;dish;word;household;nouns;nouns;dish;
224;27;item_224;radio;word;household;nouns;nouns;radio;NA
225;23;item_225;fork;word;household;nouns;nouns;fork;
226;26;item_226;garbage;word;household;nouns;nouns;garbage;
226;26;item_226;scissors;word;household;nouns;nouns;scissors;NA
227;25;item_227;glass;word;household;nouns;nouns;glass;
227;25;item_227;soap;word;household;nouns;nouns;soap;NA
228;23;item_228;glasses;word;household;nouns;nouns;glasses;
228;23;item_228;spoon;word;household;nouns;nouns;spoon;NA
229;26;item_229;hammer;word;household;nouns;nouns;hammer;
230;27;item_230;jar;word;household;nouns;nouns;jar;
230;27;item_230;telephone/phone;word;household;nouns;nouns;telephone;NA
231;22;item_231;keys;word;household;nouns;nouns;keys;
231;22;item_231;tissue;word;household;nouns;nouns;tissue;NA
232;24;item_232;knife;word;household;nouns;nouns;knife;
232;24;item_232;toothbrush;word;household;nouns;nouns;toothbrush;NA
233;27;item_233;lamp;word;household;nouns;nouns;lamp;
233;27;item_233;clock;word;household;nouns;nouns;clock;NA
234;22;item_234;light;word;household;nouns;nouns;light (object);
234;22;item_234;comb;word;household;nouns;nouns;comb (object);NA
235;24;item_235;medicine;word;household;nouns;nouns;medicine;
235;24;item_235;cot;word;household;nouns;nouns;crib;NA
236;23;item_236;money;word;household;nouns;nouns;money;
236;23;item_236;cup;word;household;nouns;nouns;cup;NA
237;29;item_237;mop;word;household;nouns;nouns;mop;
237;29;item_237;dish;word;household;nouns;nouns;dish;NA
238;27;item_238;nail;word;household;nouns;nouns;nail (object);
238;27;item_238;fork;word;household;nouns;nouns;fork;NA
239;25;item_239;napkin;word;household;nouns;nouns;napkin;
239;25;item_239;mug;word;household;nouns;nouns;cup;NA
240;23;item_240;paper;word;household;nouns;nouns;paper;
241;26;item_241;penny;word;household;nouns;nouns;penny;
241;26;item_241;photo;word;household;nouns;nouns;photos;NA
242;24;item_242;picture;word;household;nouns;nouns;picture;
242;24;item_242;picture;word;household;nouns;nouns;picture;NA
243;23;item_243;pillow;word;household;nouns;nouns;pillow;
243;23;item_243;pillow;word;household;nouns;nouns;pillow;NA
244;27;item_244;plant;word;household;nouns;nouns;plant;
244;27;item_244;plant;word;household;nouns;nouns;plant;NA
245;24;item_245;plate;word;household;nouns;nouns;plate;
245;24;item_245;towel;word;household;nouns;nouns;towel;NA
246;26;item_246;purse;word;household;nouns;nouns;purse;
247;27;item_247;radio;word;household;nouns;nouns;radio;
247;27;item_247;vacuum cleaner;word;household;nouns;nouns;vacuum;NA
248;26;item_248;scissors;word;household;nouns;nouns;scissors;
248;26;item_248;watch;word;household;nouns;nouns;watch (object);NA
249;23;item_249;soap;word;household;nouns;nouns;soap;
249;23;item_249;Bathroom;word;furniture_rooms;nouns;nouns;bathroom;NA
250;20;item_250;spoon;word;household;nouns;nouns;spoon;
250;20;item_250;Bath (tub);word;furniture_rooms;nouns;nouns;bathtub;NA
251;25;item_251;tape;word;household;nouns;nouns;tape;
251;25;item_251;bed;word;furniture_rooms;nouns;nouns;bed;NA
252;22;item_252;telephone;word;household;nouns;nouns;telephone;
252;22;item_252;bedroom;word;furniture_rooms;nouns;nouns;bedroom;NA
253;26;item_253;tissue/kleenex;word;household;nouns;nouns;tissue;
254;22;item_254;toothbrush;word;household;nouns;nouns;toothbrush;
254;22;item_254;chair;word;furniture_rooms;nouns;nouns;chair;NA
255;23;item_255;towel;word;household;nouns;nouns;towel;
255;23;item_255;computer;word;furniture_rooms;nouns;nouns;computer;NA
256;25;item_256;trash;word;household;nouns;nouns;trash;
256;25;item_256;couch/lounge/sofa;word;furniture_rooms;nouns;nouns;couch;NA
258;23;item_258;vacuum;word;household;nouns;nouns;vacuum;
258;23;item_258;door;word;furniture_rooms;nouns;nouns;door;NA
260;24;item_260;watch (object);word;household;nouns;nouns;watch (object);
260;24;item_260;fridge;word;furniture_rooms;nouns;nouns;refrigerator;NA
262;24;item_262;bathroom;word;furniture_rooms;nouns;nouns;bathroom;
262;24;item_262;high chair;word;furniture_rooms;nouns;nouns;high chair;NA
263;23;item_263;bathtub;word;furniture_rooms;nouns;nouns;bathtub;
263;23;item_263;kitchen;word;furniture_rooms;nouns;nouns;kitchen;NA
264;22;item_264;bed;word;furniture_rooms;nouns;nouns;bed;
264;22;item_264;living/lounge room;word;furniture_rooms;nouns;nouns;living room;NA
265;25;item_265;bedroom;word;furniture_rooms;nouns;nouns;bedroom;
265;25;item_265;oven/stove;word;furniture_rooms;nouns;nouns;oven;NA
267;22;item_267;chair;word;furniture_rooms;nouns;nouns;chair;
267;22;item_267;potty;word;furniture_rooms;nouns;nouns;potty;NA
268;27;item_268;closet;word;furniture_rooms;nouns;nouns;closet;
268;27;item_268;rocking chair;word;furniture_rooms;nouns;nouns;rocking chair;NA
269;25;item_269;couch;word;furniture_rooms;nouns;nouns;couch;
269;25;item_269;room;word;furniture_rooms;nouns;nouns;room;NA
270;25;item_270;crib;word;furniture_rooms;nouns;nouns;crib;
270;25;item_270;shower;word;furniture_rooms;nouns;nouns;shower;NA
271;21;item_271;door;word;furniture_rooms;nouns;nouns;door;
271;21;item_271;sink;word;furniture_rooms;nouns;nouns;sink;NA
272;27;item_272;drawer;word;furniture_rooms;nouns;nouns;drawer;
272;27;item_272;stairs;word;furniture_rooms;nouns;nouns;stairs;NA
273;27;item_273;dryer;word;furniture_rooms;nouns;nouns;dryer;
273;27;item_273;table;word;furniture_rooms;nouns;nouns;table;NA
274;26;item_274;garage;word;furniture_rooms;nouns;nouns;garage;
274;26;item_274;TV;word;furniture_rooms;nouns;nouns;tv;NA
275;27;item_275;high chair;word;furniture_rooms;nouns;nouns;high chair;
275;27;item_275;veranda/porch;word;furniture_rooms;nouns;nouns;porch;NA
276;25;item_276;kitchen;word;furniture_rooms;nouns;nouns;kitchen;
276;25;item_276;wardrobe;word;furniture_rooms;nouns;nouns;wardrobe;NA
277;27;item_277;living room;word;furniture_rooms;nouns;nouns;living room;
277;27;item_277;washing machine;word;furniture_rooms;nouns;nouns;washing machine;NA
278;26;item_278;oven;word;furniture_rooms;nouns;nouns;oven;
278;26;item_278;window;word;furniture_rooms;nouns;nouns;window;NA
280;29;item_280;porch;word;furniture_rooms;nouns;nouns;porch;
280;29;item_280;cloud;word;outside;nouns;nouns;cloud;NA
281;22;item_281;potty;word;furniture_rooms;nouns;nouns;potty;
282;25;item_282;rocking chair;word;furniture_rooms;nouns;nouns;rocking chair;
282;25;item_282;flower;word;outside;nouns;nouns;flower;NA
283;26;item_283;refrigerator;word;furniture_rooms;nouns;nouns;refrigerator;
284;25;item_284;room;word;furniture_rooms;nouns;nouns;room;
284;25;item_284;garden;word;outside;nouns;nouns;garden;NA
285;24;item_285;shower;word;furniture_rooms;nouns;nouns;shower;
285;24;item_285;grass;word;outside;nouns;nouns;grass;NA
286;25;item_286;sink;word;furniture_rooms;nouns;nouns;sink;
287;30;item_287;sofa;word;furniture_rooms;nouns;nouns;sofa;
287;30;item_287;ladder;word;outside;nouns;nouns;ladder;NA
288;25;item_288;stairs;word;furniture_rooms;nouns;nouns;stairs;
289;26;item_289;stove;word;furniture_rooms;nouns;nouns;stove;
289;26;item_289;moon;word;outside;nouns;nouns;moon;NA
290;24;item_290;table;word;furniture_rooms;nouns;nouns;table;
290;24;item_290;pool;word;outside;nouns;nouns;pool;NA
291;22;item_291;TV;word;furniture_rooms;nouns;nouns;tv;
291;22;item_291;rain;word;outside;nouns;nouns;rain;NA
292;25;item_292;window;word;furniture_rooms;nouns;nouns;window;
292;25;item_292;rock;word;outside;nouns;nouns;rock (object);NA
293;27;item_293;washing machine;word;furniture_rooms;nouns;nouns;washing machine;
293;27;item_293;roof;word;outside;nouns;nouns;roof;NA
294;27;item_294;backyard;word;outside;nouns;nouns;yard;
295;26;item_295;cloud;word;outside;nouns;nouns;cloud;
296;27;item_296;flag;word;outside;nouns;nouns;flag;
296;27;item_296;shovel;word;outside;nouns;nouns;shovel;NA
297;21;item_297;flower;word;outside;nouns;nouns;flower;
297;21;item_297;sky;word;outside;nouns;nouns;sky;NA
298;28;item_298;garden;word;outside;nouns;nouns;garden;
298;28;item_298;slide;word;outside;nouns;nouns;slide (object);NA
299;24;item_299;grass;word;outside;nouns;nouns;grass;
300;26;item_300;hose;word;outside;nouns;nouns;hose;
300;26;item_300;star;word;outside;nouns;nouns;star;NA
301;27;item_301;ladder;word;outside;nouns;nouns;ladder;
301;27;item_301;stick;word;outside;nouns;nouns;stick;NA
302;27;item_302;lawn mower;word;outside;nouns;nouns;lawn mower;
302;27;item_302;stone;word;outside;nouns;nouns;stone;NA
303;23;item_303;moon;word;outside;nouns;nouns;moon;
303;23;item_303;street;word;outside;nouns;nouns;street;NA
304;23;item_304;pool;word;outside;nouns;nouns;pool;
304;23;item_304;sun;word;outside;nouns;nouns;sun;NA
305;22;item_305;rain;word;outside;nouns;nouns;rain;
305;22;item_305;swing;word;outside;nouns;nouns;swing (object);NA
306;22;item_306;rock;word;outside;nouns;nouns;rock (object);
306;22;item_306;tree;word;outside;nouns;nouns;tree;NA
307;28;item_307;roof;word;outside;nouns;nouns;roof;
307;28;item_307;wall;word;outside;nouns;nouns;wall;NA
308;26;item_308;sandbox;word;outside;nouns;nouns;sandbox;
308;26;item_308;water;word;outside;nouns;nouns;water (not beverage);NA
309;27;item_309;shovel;word;outside;nouns;nouns;shovel;
310;27;item_310;sidewalk;word;outside;nouns;nouns;sidewalk;
310;27;item_310;wind;word;outside;nouns;nouns;wind;NA
311;24;item_311;sky;word;outside;nouns;nouns;sky;
312;23;item_312;slide (object);word;outside;nouns;nouns;slide (object);
313;25;item_313;snow;word;outside;nouns;nouns;snow;
314;27;item_314;snowman;word;outside;nouns;nouns;snowman;
315;29;item_315;sprinkler;word;outside;nouns;nouns;sprinkler;
316;22;item_316;star;word;outside;nouns;nouns;star;
317;24;item_317;stick;word;outside;nouns;nouns;stick;
318;30;item_318;stone;word;outside;nouns;nouns;stone;
319;25;item_319;street;word;outside;nouns;nouns;street;
320;23;item_320;sun;word;outside;nouns;nouns;sun;
321;22;item_321;swing (object);word;outside;nouns;nouns;swing (object);
322;20;item_322;tree;word;outside;nouns;nouns;tree;
323;20;item_323;water (not beverage);word;outside;nouns;nouns;water (not beverage);
324;26;item_324;wind;word;outside;nouns;nouns;wind;
